# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.12.0
#@/tick	2087
#@/user_id	eb2c6107-ebb4-4c05-bd07-3d45f5d9a1d5
a 	啊	c=2 d=1.94649 t=2087
she zhi 	設置	c=3 d=1.28064 t=2087
shen me 	什麼	c=1 d=0.904837 t=2087
shen me shi 	什麼是	c=1 d=1 t=2087
shen me yuan yin 	什麼原因	c=1 d=1 t=2087
sheng de 	省得	c=1 d=0.995012 t=2087
sheng ming zhou qi 	生命週期	c=1 d=0.247833 t=2087
sheng xiao 	生效	c=1 d=1 t=2087
shi 	使	c=5 d=1.62995 t=2087
shi 	式	c=1 d=0.822835 t=2087
shi 	是	c=12 d=5.74561 t=2087
shi 	時	c=25 d=7.27147 t=2087
shi bai 	失敗	c=2 d=1.5975 t=2087
shi bie 	識別	c=1 d=0.995012 t=2087
shi chang 	時長	c=1 d=0.543351 t=2087
shi dang 	適當	c=1 d=0.818731 t=2087
shi fou 	是否	c=2 d=2.0494 t=2087
shi ji 	時機	c=1 d=0.83527 t=2087
shi ji shang 	實際上	c=2 d=1.72599 t=2087
shi jian 	時間	c=2 d=0.583854 t=2087
shi jian zhou 	時間軸	c=5 d=1.62447 t=2087
shi li 	實例	c=4 d=2.89216 t=2087
shi qi 	使其	c=1 d=0.529935 t=2087
shi shen me 	是什麼	c=4 d=3.79053 t=2087
shi xian 	實現	c=9 d=2.80453 t=2087
shi xian lei 	實現類	c=1 d=0.311923 t=2087
shi xiao 	失效	c=1 d=1 t=2087
shi yong 	使用	c=25 d=7.60325 t=2087
shi yong 	適用	c=1 d=0.878095 t=2087
shi yong na ge 	使用那個	c=1 d=0.38868 t=2087
shou ci 	首次	c=1 d=0.891366 t=2087
shou dong 	手動	c=0 d=0.0843665 t=2087
shou dong shan chu 	手動刪除	c=1 d=0.847894 t=2087
shou xian 	首先	c=2 d=1.12438 t=2087
shou ye 	首頁	c=1 d=1 t=2087
shu chu 	輸出	c=3 d=2.49029 t=2087
shu ju 	數據	c=1 d=0.423162 t=2087
shu mu 	數目	c=1 d=1 t=2087
shu ru 	輸入	c=2 d=1.65642 t=2087
shu ru kuang 	輸入框	c=2 d=0.970793 t=2087
shu ru kuang dui qi 	輸入框對齊	c=1 d=0.606531 t=2087
shu xian 	豎線	c=1 d=0.909373 t=2087
shu xing 	屬性	c=3 d=1.93365 t=2087
shu zi 	數字	c=1 d=0.818731 t=2087
shu zu 	數組	c=2 d=1.98511 t=2087
shun xu 	順序	c=2 d=1.39676 t=2087
suo fang 	縮放	c=2 d=1 t=2087
suo you 	所有	c=4 d=1.42762 t=2087
ta hui 	他會	c=1 d=0.937067 t=2087
ta men 	他們	c=1 d=0.621885 t=2087
tai 	太	c=1 d=0.97531 t=2087
ti 	體	c=4 d=1.67918 t=2087
ti gong 	提供	c=1 d=0.688301 t=2087
ti shi 	提示	c=4 d=1.8623 t=2087
ti shi xin xi 	提示信息	c=1 d=0.970446 t=2087
tian jia 	添加	c=12 d=4.24301 t=2087
tian jia ai 	添加愛	c=1 d=0.891366 t=2087
tiao 	條	c=1 d=0.396531 t=2087
tiao mu 	條目	c=3 d=1.30347 t=2087
tiao zheng 	調整	c=2 d=0.744104 t=2087
tiao zheng da xiao 	調整大小	c=1 d=1 t=2087
tiao zhuan 	跳轉	c=1 d=0.99005 t=2087
tong guo 	通過	c=2 d=0.964714 t=2087
tong ji 	同級	c=2 d=1.85014 t=2087
tong shi 	同時	c=3 d=1.50933 t=2087
tong xin 	通信	c=3 d=1.61381 t=2087
tong yang 	同樣	c=1 d=0.582748 t=2087
tou 	頭	c=4 d=1.07961 t=2087
tu ding 	圖釘	c=1 d=0.946485 t=2087
tui jian shi yong 	推薦使用	c=1 d=0.941765 t=2087
wai 	外	c=1 d=0.369723 t=2087
wai guan 	外觀	c=11 d=5.81714 t=2087
wan bi 	完畢	c=1 d=0.396531 t=2087
wan cheng 	完成	c=6 d=4.35276 t=2087
wan shan 	完善	c=3 d=1.82458 t=2087
wan shang 	晚上	c=1 d=0.937067 t=2087
wan zheng 	完整	c=4 d=1.85071 t=2087
wang 	網	c=0 d=0.0995012 t=2087
wang le 	忘了	c=1 d=1 t=2087
wang luo 	網絡	c=2 d=1.03419 t=2087
wang ye 	網頁	c=1 d=0.582748 t=2087
wei 	未	c=1 d=0.932394 t=2087
wei 	爲	c=12 d=4.9883 t=2087
wei chi 	維持	c=0 d=0.0778801 t=2087
wei kong 	爲空	c=1 d=1 t=2087
wei le 	爲了	c=1 d=0.329559 t=2087
wei shen me 	爲什麼	c=4 d=3.38253 t=2087
wei yi 	唯一	c=1 d=0.794534 t=2087
wei zhi 	位置	c=1 d=0.336216 t=2087
wei zhi 	未知	c=1 d=0.951229 t=2087
wei zhi ding 	未指定	c=1 d=0.97531 t=2087
wen ben 	文本	c=4 d=1.20861 t=2087
wen ben kuang 	文本框	c=5 d=1.98279 t=2087
wen jian 	文件	c=3 d=1.7397 t=2087
wen jian zhong 	文件中	c=1 d=1 t=2087
wen ju 	文具	c=0 d=0.0843665 t=2087
wen ti 	問題	c=8 d=4.16572 t=2087
wen zi 	文字	c=1 d=0.282239 t=2087
wo 	我	c=8 d=2.84131 t=2087
wo fa xian 	我發現	c=1 d=0.822835 t=2087
wo jiu 	我就	c=1 d=0.615697 t=2087
wo xu yao 	我需要	c=1 d=0.895834 t=2087
wo zai 	我在	c=1 d=0.852144 t=2087
wu fa 	無法	c=1 d=0.995012 t=2087
wu xu 	無需	c=1 d=0.554327 t=2087
xi tong 	系統	c=1 d=0.980199 t=2087
xi wang 	希望	c=1 d=0.839457 t=2087
xia 	下	c=4 d=1.85941 t=2087
xia la cai dan 	下拉菜單	c=1 d=0.965605 t=2087
xian 	先	c=2 d=0.841304 t=2087
xian 	線	c=1 d=0.733447 t=2087
xian chuang jian 	先創建	c=1 d=0.843665 t=2087
xian dai hua 	現代化	c=2 d=0.847894 t=2087
xian ding 	限定	c=0 d=0.0946485 t=2087
xian shi 	顯示	c=5 d=2.08753 t=2087
xian shi guan li qi 	顯示管理器	c=1 d=1 t=2087
xian xiang 	現象	c=0 d=0.0980199 t=2087
xian you 	現有	c=1 d=0.57695 t=2087
xian zai 	現在	c=3 d=1.15211 t=2087
xiang 	向	c=1 d=0.913931 t=2087
xiang ce 	相冊	c=2 d=1.98506 t=2087
xiang deng 	相等	c=1 d=0.88692 t=2087
xiang dui 	相對	c=1 d=0.818731 t=2087
xiang mu 	項目	c=3 d=1.28322 t=2087
xiang mu ming 	項目名	c=1 d=0.923116 t=2087
xiang tong de 	相同的	c=1 d=0.927743 t=2087
xiang xi 	詳細	c=3 d=0.975722 t=2087
xiang ying 	相應	c=6 d=2.08435 t=2087
xiang ying 	響應	c=9 d=2.82718 t=2087
xiang ying ti 	響應體	c=1 d=0.362402 t=2087
xiang ying xin xi 	響應信息	c=1 d=0.591555 t=2087
xiao 	小	c=1 d=0.640824 t=2087
xiao bu 	小部	c=0 d=0.0995012 t=2087
xiao bu jian 	小部件	c=1 d=1 t=2087
xiao guo 	效果	c=4 d=2.57024 t=2087
xiao shu 	小數	c=0 d=0.099005 t=2087
xiao shu ma 	小數嗎	c=1 d=0.995012 t=2087
xiao zhe zhe 	小褶褶	c=2 d=1.98012 t=2087
xie 	寫	c=2 d=1.60506 t=2087
xie yi ge 	寫一個	c=1 d=0.88692 t=2087
xin de 	新的	c=2 d=1.76873 t=2087
xin gong nen 	新共嫩	c=1 d=0.985112 t=2087
xin xi 	信息	c=4 d=1.20518 t=2087
xing wen 	行文	c=1 d=1 t=2087
xiu fu 	修復	c=2 d=1.16012 t=2087
xiu gai 	修改	c=3 d=1.38386 t=2087
xu lie hua 	序列化	c=0 d=0.0995012 t=2087
xu yao 	需要	c=6 d=2.37768 t=2087
xue 	學	c=2 d=1.99005 t=2087
xue feng 	學風	c=0 d=0.0995012 t=2087
xun huan 	循環	c=3 d=1.85912 t=2087
xun zhao 	尋找	c=1 d=0.67032 t=2087
yan chi 	延遲	c=0 d=0.0606531 t=2087
yan chi jia zai 	延遲加載	c=1 d=0.609571 t=2087
yan se 	顏色	c=6 d=3.05172 t=2087
yan se le 	顏色了	c=1 d=0.737123 t=2087
yang 	樣	c=1 d=0.941765 t=2087
yao 	要	c=1 d=0.900216 t=2087
yao chong fen 	要充分	c=1 d=0.937067 t=2087
yao mei guan 	要美觀	c=1 d=0.923116 t=2087
yao qiu 	要求	c=2 d=1.69995 t=2087
yao you 	要有	c=2 d=1.13344 t=2087
ye 	也	c=2 d=1.0905 t=2087
ye 	頁	c=1 d=0.843665 t=2087
ye hui 	也會	c=1 d=0.286505 t=2087
ye mian 	頁面	c=17 d=5.85567 t=2087
ye mian bu ju 	頁面佈局	c=1 d=0.559898 t=2087
ye mian zhong 	頁面中	c=1 d=0.878095 t=2087
ye yao 	也要	c=3 d=0.970446 t=2087
yi 	以	c=1 d=0.737123 t=2087
yi fa song 	已發送	c=1 d=0.882497 t=2087
yi ge 	一個	c=18 d=5.03091 t=2087
yi hang 	一行	c=1 d=0.937067 t=2087
yi hou 	以後	c=1 d=0.951229 t=2087
yi ji 	一級	c=3 d=2.05657 t=2087
yi ji 	以及	c=1 d=0.697676 t=2087
yi ji huan cun 	一級緩存	c=2 d=1.62746 t=2087
yi jing 	已經	c=3 d=1.4842 t=2087
yi lai 	依賴	c=0 d=0.0932394 t=2087
yi lai yu 	依賴於	c=2 d=1.0813 t=2087
yi lai zhu ru 	依賴注入	c=1 d=0.937067 t=2087
yi ru 	移入	c=2 d=1.62247 t=2087
yi shang 	以上	c=3 d=2.68626 t=2087
yi xia 	一下	c=4 d=1.76521 t=2087
yi xie 	一些	c=9 d=2.87359 t=2087
yi zhi 	一直	c=1 d=0.666977 t=2087
yi zhi 	一致	c=1 d=0.591555 t=2087
yin ci 	因此	c=1 d=0.923116 t=2087
yin wei 	因爲	c=1 d=0.882497 t=2087
yin ying 	陰影	c=1 d=0.62236 t=2087
yin ying de 	陰影的	c=1 d=0.571209 t=2087
yin yong 	引用	c=9 d=5.03189 t=2087
ying gai 	應該	c=4 d=1.53107 t=2087
ying she 	映射	c=0 d=0.0937067 t=2087
ying she dao 	映射到	c=2 d=1.55322 t=2087
ying yong 	應用	c=1 d=0.506617 t=2087
yong 	用	c=3 d=2.31208 t=2087
yong lai 	用來	c=5 d=2.00191 t=2087
yong yu 	用於	c=1 d=0.913931 t=2087
you 	有	c=7 d=3.19448 t=2087
you 	由	c=1 d=0.267135 t=2087
you ce 	右側	c=2 d=1.70869 t=2087
you dian 	有點	c=1 d=0.637628 t=2087
you hua 	優化	c=12 d=3.62326 t=2087
you hua yi xia 	優化一下	c=1 d=0.748264 t=2087
you le 	有了	c=1 d=0.794534 t=2087
you shen me 	有什麼	c=2 d=1.61209 t=2087
you wu 	有誤	c=1 d=0.932394 t=2087
you xian ji 	優先級	c=1 d=0.895834 t=2087
you xiao 	有效	c=1 d=1 t=2087
you xie 	有些	c=4 d=1.98454 t=2087
you yi ge 	又一個	c=3 d=1.30438 t=2087
you you 	又有	c=1 d=0.814647 t=2087
yu 	與	c=5 d=1.546 t=2087
yu dao 	遇到	c=1 d=0.524663 t=2087
yu fa 	語法	c=1 d=0.680055 t=2087
yu fa cuo wu 	語法錯誤	c=1 d=0.946485 t=2087
yu lan 	預覽	c=8 d=2.02945 t=2087
yu zhi 	預置	c=1 d=0.319819 t=2087
yuan jiao 	圓角	c=2 d=1.32095 t=2087
yuan lai 	原來	c=1 d=0.786628 t=2087
yuan su 	元素	c=4 d=1.38926 t=2087
yuan xin 	圓心	c=1 d=1 t=2087
yuan yin 	原因	c=1 d=0.909373 t=2087
yun xing 	運行	c=0 d=0.0900325 t=2087
zai 	再	c=7 d=2.34959 t=2087
zai 	在	c=26 d=6.8062 t=2087
zan ting 	暫停	c=1 d=0.565525 t=2087
zao qi 	早期	c=0 d=0.0644036 t=2087
zao qi jie kou 	早期接口	c=1 d=0.647265 t=2087
ze 	則	c=2 d=1.92196 t=2087
zen me 	怎麼	c=3 d=2.93585 t=2087
zeng da 	增大	c=0 d=0.0644036 t=2087
zeng da yi xie 	增大一些	c=1 d=0.647265 t=2087
zeng jia 	增加	c=2 d=0.802519 t=2087
zeng jian 	增減	c=3 d=2.16237 t=2087
zhai 	窄	c=1 d=0.873716 t=2087
zhan shi 	展示	c=1 d=0.763379 t=2087
zhao 	找	c=2 d=0.863888 t=2087
zhe 	着	c=1 d=0.786628 t=2087
zhe feng 	哲風	c=1 d=1.08955 t=2087
zhe feng bi zhi 	哲風壁紙	c=2 d=1.99501 t=2087
zhe ge 	這個	c=17 d=4.62626 t=2087
zhe shi 	這是	c=1 d=0.985112 t=2087
zhe shi 	這時	c=5 d=2.86958 t=2087
zhe tiao 	這條	c=1 d=0.955997 t=2087
zhe xie 	這些	c=2 d=0.535261 t=2087
zhe yang 	這樣	c=3 d=1.17252 t=2087
zhen lv 	幀率	c=1 d=0.965605 t=2087
zheng chang 	正常	c=1 d=0.995012 t=2087
zheng he 	整合	c=2 d=1.9458 t=2087
zheng que 	正確	c=1 d=0.50409 t=2087
zheng zai 	正在	c=1 d=0.97531 t=2087
zhi 	值	c=1 d=0.509156 t=2087
zhi 	只	c=1 d=0.995012 t=2087
zhi ding 	指定	c=1 d=0.937067 t=2087
zhi hou 	之後	c=4 d=1.48339 t=2087
zhi jian 	之間	c=3 d=1.14833 t=2087
zhi jie 	直接	c=5 d=2.09383 t=2087
zhi neng 	只能	c=1 d=0.955997 t=2087
zhi xing 	執行	c=11 d=4.09324 t=2087
zhi you 	只有	c=1 d=0.357007 t=2087
zhi zuo 	製作	c=0 d=0.0574072 t=2087
zhi zuo yi ge 	製作一個	c=1 d=0.57695 t=2087
zhong 	中	c=33 d=10.0352 t=2087
zhong wen 	中文	c=4 d=2.94099 t=2087
zhou 	軸	c=1 d=0.722527 t=2087
zhu jie 	註解	c=4 d=2.42679 t=2087
zhu ru 	注入	c=1 d=0.355226 t=2087
zhu shi 	註釋	c=1 d=0.995012 t=2087
zhu ti 	主題	c=2 d=1.47897 t=2087
zhu yi 	注意	c=5 d=1.58048 t=2087
zhuan 	轉	c=1 d=1 t=2087
zhuan er 	轉而	c=1 d=0.57695 t=2087
zhuan fa 	轉發	c=1 d=1.08661 t=2087
zhuan huan 	轉換	c=2 d=0.89877 t=2087
zhuang tai 	狀態	c=4 d=1.10887 t=2087
zhuang tai lan 	狀態欄	c=1 d=0.985112 t=2087
zhuang tai xin xi 	狀態信息	c=1 d=0.955997 t=2087
zhuo mian 	桌面	c=2 d=1.96062 t=2087
zi 	子	c=0 d=0.0278037 t=2087
zi ding yi 	自定義	c=1 d=0.382893 t=2087
zi dong 	自動	c=1 d=0.546074 t=2087
zi dong geng xin 	自動更新	c=1 d=0.313486 t=2087
zi duan 	字段	c=2 d=1.1949 t=2087
zi fu chuan 	字符串	c=6 d=4.52923 t=2087
zi jie kou 	子接口	c=1 d=0.279431 t=2087
zi ti 	字體	c=5 d=4.81806 t=2087
zi xi 	仔細	c=1 d=0.970446 t=2087
zi xing 	自行	c=1 d=0.882497 t=2087
zi yuan 	資源	c=5 d=3.66363 t=2087
zi yuan de 	資源的	c=0 d=0.0771052 t=2087
zu he 	組合	c=1 d=0.874445 t=2087
zu he jian 	組合鍵	c=1 d=1 t=2087
zui hao 	最好	c=1 d=0.980199 t=2087
zui zhong 	最終	c=1 d=0.447088 t=2087
zuo 	左	c=2 d=1.97521 t=2087
zuo ce 	左側	c=1 d=0.831104 t=2087
zuo wei 	作爲	c=1 d=0.904837 t=2087
